step,time_hours,predicted_class,confidence,alternatives,true_class,correct
25,1.2500000000001013,0,0.6820159554481506,"[(0, 0.6820159554481506), (10, 0.08187595009803772), (16, 0.07577595114707947)]",0,True
26,1.300000000000109,0,0.5373918414115906,"[(0, 0.5373918414115906), (12, 0.11321449279785156), (13, 0.07851359248161316)]",0,True
27,1.3500000000001169,0,0.3025170564651489,"[(0, 0.3025170564651489), (11, 0.28993070125579834), (8, 0.14036740362644196)]",0,True
28,1.4000000000001247,0,0.3629440367221832,"[(0, 0.3629440367221832), (20, 0.213293194770813), (2, 0.13414974510669708)]",0,True
29,1.4500000000001323,0,0.35060906410217285,"[(0, 0.35060906410217285), (18, 0.15916681289672852), (8, 0.10536732524633408)]",0,True
30,1.5000000000001403,2,0.31661924719810486,"[(2, 0.31661924719810486), (0, 0.26253342628479004), (20, 0.12824083864688873)]",0,False
31,1.550000000000148,2,0.731415867805481,"[(2, 0.731415867805481), (8, 0.16744950413703918), (0, 0.07713261991739273)]",0,False
32,1.600000000000156,2,0.5774654746055603,"[(2, 0.5774654746055603), (8, 0.21438851952552795), (0, 0.10967947542667389)]",0,False
33,1.6500000000001638,0,0.6098736524581909,"[(0, 0.6098736524581909), (13, 0.069229856133461), (10, 0.0669247955083847)]",0,True
34,1.7000000000001716,0,0.6366305351257324,"[(0, 0.6366305351257324), (13, 0.0647115409374237), (16, 0.05641154572367668)]",0,True
35,1.7500000000001794,0,0.45465725660324097,"[(0, 0.45465725660324097), (2, 0.1300756186246872), (10, 0.1095690056681633)]",0,True
36,1.8000000000001872,0,0.4028021991252899,"[(0, 0.4028021991252899), (11, 0.2434295415878296), (8, 0.18033228814601898)]",0,True
37,1.850000000000195,5,0.934672474861145,"[(5, 0.934672474861145), (18, 0.02096855826675892), (0, 0.018273850902915)]",0,False
38,1.9000000000002029,0,0.2913142144680023,"[(0, 0.2913142144680023), (18, 0.1095704585313797), (8, 0.10147716850042343)]",0,True
39,1.950000000000211,0,0.32395514845848083,"[(0, 0.32395514845848083), (8, 0.2592463493347168), (19, 0.11629703640937805)]",0,True
40,2.0000000000002185,0,0.45840200781822205,"[(0, 0.45840200781822205), (8, 0.20659872889518738), (19, 0.15746034681797028)]",0,True
41,2.0500000000002263,0,0.5858784914016724,"[(0, 0.5858784914016724), (8, 0.17180787026882172), (2, 0.08049619942903519)]",0,True
42,2.100000000000234,2,0.8752385973930359,"[(2, 0.8752385973930359), (0, 0.06654269993305206), (8, 0.031132088974118233)]",0,False
43,2.150000000000242,0,0.5985815525054932,"[(0, 0.5985815525054932), (20, 0.1412995159626007), (18, 0.08579554408788681)]",0,True
44,2.2000000000002498,19,0.49964281916618347,"[(19, 0.49964281916618347), (0, 0.2916581630706787), (20, 0.10885139554738998)]",0,False
45,2.2500000000002576,20,0.6761316657066345,"[(20, 0.6761316657066345), (0, 0.24720893800258636), (18, 0.016228079795837402)]",0,False
46,2.3000000000002654,0,0.7562128305435181,"[(0, 0.7562128305435181), (10, 0.0579928494989872), (13, 0.043172482401132584)]",0,True
47,2.350000000000273,2,0.47174879908561707,"[(2, 0.47174879908561707), (0, 0.23735815286636353), (8, 0.2082761824131012)]",0,False
48,2.400000000000281,2,0.7682657837867737,"[(2, 0.7682657837867737), (0, 0.12852340936660767), (8, 0.07300574332475662)]",0,False
49,2.450000000000289,0,0.48295167088508606,"[(0, 0.48295167088508606), (11, 0.12067943811416626), (8, 0.0839608907699585)]",0,True
50,2.5000000000002967,0,0.6060317754745483,"[(0, 0.6060317754745483), (20, 0.13991670310497284), (8, 0.0730416476726532)]",0,True
51,2.5500000000003045,11,0.27752685546875,"[(11, 0.27752685546875), (0, 0.27478405833244324), (20, 0.20319019258022308)]",0,False
52,2.6000000000003123,11,0.3254717290401459,"[(11, 0.3254717290401459), (20, 0.17953605949878693), (0, 0.17583000659942627)]",0,False
53,2.65000000000032,19,0.48088544607162476,"[(19, 0.48088544607162476), (0, 0.15753813087940216), (16, 0.09243474155664444)]",0,False
54,2.700000000000328,19,0.521135687828064,"[(19, 0.521135687828064), (20, 0.2141437530517578), (0, 0.0949406549334526)]",0,False
55,2.750000000000336,0,0.4755374491214752,"[(0, 0.4755374491214752), (20, 0.14003075659275055), (10, 0.07807064056396484)]",0,True
56,2.8000000000003435,0,0.4779551327228546,"[(0, 0.4779551327228546), (5, 0.10987727344036102), (20, 0.09620505571365356)]",0,True
57,2.850000000000352,5,0.9577502608299255,"[(5, 0.9577502608299255), (8, 0.011579437181353569), (2, 0.009362963028252125)]",0,False
58,2.900000000000359,0,0.47477173805236816,"[(0, 0.47477173805236816), (8, 0.33103591203689575), (10, 0.040961675345897675)]",0,True
59,2.950000000000367,0,0.5824726223945618,"[(0, 0.5824726223945618), (16, 0.06959691643714905), (18, 0.06187433376908302)]",0,True
60,3.000000000000375,19,0.5265575051307678,"[(19, 0.5265575051307678), (0, 0.24631349742412567), (2, 0.11456046253442764)]",0,False
61,3.050000000000382,0,0.4231804609298706,"[(0, 0.4231804609298706), (2, 0.33774179220199585), (10, 0.047960903495550156)]",0,True
62,3.1000000000003904,2,0.5716445446014404,"[(2, 0.5716445446014404), (11, 0.30842411518096924), (0, 0.05491162836551666)]",0,False
63,3.1500000000003983,5,0.5231050848960876,"[(5, 0.5231050848960876), (0, 0.2046183943748474), (18, 0.10367502272129059)]",0,False
64,3.200000000000406,2,0.6336736679077148,"[(2, 0.6336736679077148), (0, 0.23468846082687378), (10, 0.028399525210261345)]",0,False
65,3.250000000000414,0,0.5766725540161133,"[(0, 0.5766725540161133), (13, 0.08798366785049438), (10, 0.07247937470674515)]",0,True
66,3.3000000000004217,0,0.6751176118850708,"[(0, 0.6751176118850708), (8, 0.08993853628635406), (2, 0.05048758536577225)]",0,True
67,3.350000000000429,5,0.9995378255844116,"[(5, 0.9995378255844116), (18, 0.00024167564697563648), (0, 0.00016824569320306182)]",0,False
68,3.4000000000004373,0,0.71019047498703,"[(0, 0.71019047498703), (8, 0.09747831523418427), (12, 0.04614093899726868)]",0,True
69,3.450000000000445,0,0.7266380786895752,"[(0, 0.7266380786895752), (16, 0.09237603098154068), (10, 0.06162020564079285)]",0,True
70,3.500000000000453,0,0.49118560552597046,"[(0, 0.49118560552597046), (8, 0.10884855687618256), (18, 0.08171626925468445)]",0,True
71,3.550000000000461,0,0.8818052411079407,"[(0, 0.8818052411079407), (13, 0.027349192649126053), (16, 0.022892581298947334)]",0,True
72,3.6000000000004686,0,0.6398001909255981,"[(0, 0.6398001909255981), (11, 0.2464493066072464), (13, 0.034540463238954544)]",0,True
73,3.650000000000477,0,0.866364598274231,"[(0, 0.866364598274231), (11, 0.03699032589793205), (13, 0.02858847565948963)]",0,True
74,3.700000000000484,0,0.9140137434005737,"[(0, 0.9140137434005737), (13, 0.023846689611673355), (16, 0.017684195190668106)]",0,True
75,3.750000000000492,0,0.6284371614456177,"[(0, 0.6284371614456177), (2, 0.21231327950954437), (8, 0.06940314918756485)]",0,True
76,3.8000000000005,0,0.4562576413154602,"[(0, 0.4562576413154602), (2, 0.2748466432094574), (8, 0.1948372721672058)]",0,True
77,3.850000000000508,0,0.7203348278999329,"[(0, 0.7203348278999329), (16, 0.06078431010246277), (11, 0.046804968267679214)]",0,True
78,3.900000000000516,0,0.646904706954956,"[(0, 0.646904706954956), (11, 0.1099739670753479), (16, 0.07307583838701248)]",0,True
79,3.9500000000005233,0,0.5919113159179688,"[(0, 0.5919113159179688), (16, 0.20979644358158112), (10, 0.04869697988033295)]",0,True
80,4.000000000000531,0,0.7072193622589111,"[(0, 0.7072193622589111), (16, 0.0903255045413971), (13, 0.05110214650630951)]",0,True
81,4.050000000000539,0,0.47893255949020386,"[(0, 0.47893255949020386), (2, 0.1641198843717575), (20, 0.15706996619701385)]",0,True
82,4.100000000000547,0,0.40031903982162476,"[(0, 0.40031903982162476), (2, 0.3266942501068115), (20, 0.1310231238603592)]",0,True
83,4.150000000000555,0,0.6880955696105957,"[(0, 0.6880955696105957), (18, 0.06456512212753296), (17, 0.05375000461935997)]",0,True
84,4.200000000000562,0,0.511677086353302,"[(0, 0.511677086353302), (20, 0.1580771803855896), (11, 0.07188361138105392)]",0,True
85,4.25000000000057,20,0.47049206495285034,"[(20, 0.47049206495285034), (0, 0.23721933364868164), (18, 0.09596192836761475)]",0,False
86,4.300000000000578,20,0.5013975501060486,"[(20, 0.5013975501060486), (0, 0.2512463629245758), (18, 0.05122500658035278)]",0,False
87,4.350000000000586,0,0.45308157801628113,"[(0, 0.45308157801628113), (19, 0.24325931072235107), (11, 0.06933709233999252)]",0,True
88,4.400000000000594,20,0.44797438383102417,"[(20, 0.44797438383102417), (0, 0.3703715205192566), (11, 0.04920702427625656)]",0,False
89,4.4500000000006015,20,0.38464319705963135,"[(20, 0.38464319705963135), (0, 0.2304297387599945), (11, 0.17699193954467773)]",0,False
90,4.500000000000609,0,0.5831254124641418,"[(0, 0.5831254124641418), (11, 0.10992155969142914), (16, 0.08942469954490662)]",0,True
91,4.550000000000617,0,0.6983050107955933,"[(0, 0.6983050107955933), (16, 0.07084619998931885), (11, 0.052891287952661514)]",0,True
92,4.600000000000625,0,0.5962713956832886,"[(0, 0.5962713956832886), (20, 0.10108254104852676), (19, 0.09360672533512115)]",0,True
93,4.650000000000633,0,0.49552226066589355,"[(0, 0.49552226066589355), (20, 0.2606675922870636), (10, 0.05789567902684212)]",0,True
94,4.7000000000006406,0,0.2742909789085388,"[(0, 0.2742909789085388), (5, 0.27382808923721313), (20, 0.18504342436790466)]",0,True
95,4.750000000000648,5,0.468788206577301,"[(5, 0.468788206577301), (0, 0.2862671911716461), (20, 0.10542475432157516)]",0,False
96,4.800000000000656,0,0.5629075765609741,"[(0, 0.5629075765609741), (20, 0.13218195736408234), (18, 0.0698043555021286)]",0,True
97,4.850000000000664,5,0.8761435151100159,"[(5, 0.8761435151100159), (0, 0.060762375593185425), (18, 0.020015479996800423)]",0,False
98,4.900000000000672,0,0.5415060520172119,"[(0, 0.5415060520172119), (20, 0.12171433866024017), (18, 0.08909349888563156)]",0,True
99,4.95000000000068,0,0.47902005910873413,"[(0, 0.47902005910873413), (20, 0.24344989657402039), (10, 0.07355225086212158)]",0,True
100,5.000000000000688,20,0.4745218753814697,"[(20, 0.4745218753814697), (0, 0.2321038544178009), (10, 0.0941031277179718)]",0,False
101,5.050000000000695,0,0.48415160179138184,"[(0, 0.48415160179138184), (20, 0.15395459532737732), (10, 0.12018582969903946)]",0,True
102,5.100000000000703,0,0.5842599272727966,"[(0, 0.5842599272727966), (10, 0.11286012828350067), (16, 0.10031045973300934)]",0,True
103,5.150000000000711,0,0.3756333887577057,"[(0, 0.3756333887577057), (20, 0.1556084156036377), (16, 0.13740336894989014)]",0,True
104,5.200000000000719,0,0.4857643246650696,"[(0, 0.4857643246650696), (20, 0.20257848501205444), (16, 0.11470311135053635)]",0,True
105,5.250000000000727,11,0.7332514524459839,"[(11, 0.7332514524459839), (0, 0.1638869196176529), (16, 0.047194018959999084)]",0,False
106,5.300000000000734,0,0.6278479099273682,"[(0, 0.6278479099273682), (10, 0.07513581216335297), (19, 0.06568217277526855)]",0,True
107,5.350000000000742,0,0.4175112247467041,"[(0, 0.4175112247467041), (20, 0.17371274530887604), (18, 0.14591199159622192)]",0,True
108,5.40000000000075,5,0.6560698747634888,"[(5, 0.6560698747634888), (11, 0.11164955049753189), (0, 0.0728820338845253)]",0,False
109,5.450000000000758,0,0.5250784158706665,"[(0, 0.5250784158706665), (18, 0.09543539583683014), (11, 0.09208585321903229)]",0,True
110,5.500000000000766,0,0.5995089411735535,"[(0, 0.5995089411735535), (18, 0.11109478026628494), (20, 0.06161270663142204)]",0,True
111,5.550000000000773,0,0.5859940052032471,"[(0, 0.5859940052032471), (16, 0.08714515715837479), (10, 0.07350067049264908)]",0,True
112,5.600000000000781,19,0.38344255089759827,"[(19, 0.38344255089759827), (0, 0.31503230333328247), (11, 0.10251516848802567)]",0,False
113,5.650000000000789,0,0.2441163957118988,"[(0, 0.2441163957118988), (11, 0.23761726915836334), (20, 0.22608399391174316)]",0,True
114,5.700000000000797,0,0.48756277561187744,"[(0, 0.48756277561187744), (20, 0.24627946317195892), (18, 0.052302759140729904)]",0,True
115,5.750000000000805,0,0.580424427986145,"[(0, 0.580424427986145), (18, 0.13679607212543488), (13, 0.07048150897026062)]",0,True
116,5.8000000000008125,18,0.38609886169433594,"[(18, 0.38609886169433594), (20, 0.2200193703174591), (0, 0.1958094835281372)]",0,False
117,5.85000000000082,0,0.4743911325931549,"[(0, 0.4743911325931549), (18, 0.15546947717666626), (13, 0.10995706170797348)]",0,True
118,5.900000000000828,0,0.3856259286403656,"[(0, 0.3856259286403656), (20, 0.2521393895149231), (18, 0.18565931916236877)]",0,True
119,5.950000000000836,0,0.5252297520637512,"[(0, 0.5252297520637512), (8, 0.17531748116016388), (18, 0.1202593520283699)]",0,True
120,6.000000000000844,0,0.5110325217247009,"[(0, 0.5110325217247009), (18, 0.18029844760894775), (20, 0.09869399666786194)]",0,True
121,6.050000000000852,0,0.4352527856826782,"[(0, 0.4352527856826782), (18, 0.1904091238975525), (17, 0.0849270448088646)]",0,True
122,6.100000000000859,0,0.38860073685646057,"[(0, 0.38860073685646057), (16, 0.11568528413772583), (10, 0.10163231194019318)]",0,True
123,6.150000000000867,0,0.3375200629234314,"[(0, 0.3375200629234314), (20, 0.2770901918411255), (17, 0.11463376879692078)]",0,True
124,6.200000000000875,20,0.6565700769424438,"[(20, 0.6565700769424438), (0, 0.16194114089012146), (17, 0.029887564480304718)]",0,False
125,6.250000000000883,2,0.23467135429382324,"[(2, 0.23467135429382324), (0, 0.2160041481256485), (19, 0.1141410768032074)]",0,False
126,6.300000000000891,0,0.5924232602119446,"[(0, 0.5924232602119446), (18, 0.11634821444749832), (20, 0.09563928842544556)]",0,True
127,6.3500000000008985,12,0.49749496579170227,"[(12, 0.49749496579170227), (0, 0.3226834535598755), (11, 0.05737518146634102)]",0,False
128,6.400000000000906,0,0.607038140296936,"[(0, 0.607038140296936), (19, 0.13746345043182373), (10, 0.09594891220331192)]",0,True
129,6.450000000000914,5,0.8827508091926575,"[(5, 0.8827508091926575), (0, 0.04238812252879143), (18, 0.035889092832803726)]",0,False
130,6.500000000000922,20,0.6285464763641357,"[(20, 0.6285464763641357), (0, 0.17355087399482727), (10, 0.03810197114944458)]",0,False
131,6.55000000000093,5,0.48234447836875916,"[(5, 0.48234447836875916), (0, 0.20159469544887543), (18, 0.1371927410364151)]",0,False
132,6.600000000000938,0,0.4816615581512451,"[(0, 0.4816615581512451), (20, 0.16597750782966614), (18, 0.09717468172311783)]",0,True
133,6.650000000000945,19,0.417060524225235,"[(19, 0.417060524225235), (0, 0.4120670557022095), (17, 0.04170289263129234)]",0,False
134,6.700000000000953,0,0.7957549095153809,"[(0, 0.7957549095153809), (11, 0.051473479717969894), (16, 0.0468180850148201)]",0,True
135,6.750000000000961,0,0.7486155033111572,"[(0, 0.7486155033111572), (16, 0.07339955866336823), (10, 0.04278625547885895)]",0,True
136,6.800000000000969,0,0.6070623993873596,"[(0, 0.6070623993873596), (5, 0.18584997951984406), (11, 0.07023876905441284)]",0,True
137,6.850000000000977,20,0.40605834126472473,"[(20, 0.40605834126472473), (11, 0.19785156846046448), (0, 0.17811670899391174)]",0,False
138,6.9000000000009845,5,0.9995951056480408,"[(5, 0.9995951056480408), (2, 0.0001441345375496894), (0, 0.00010322819434804842)]",0,False
139,6.950000000000992,0,0.6867098808288574,"[(0, 0.6867098808288574), (20, 0.13561712205410004), (17, 0.04169401898980141)]",0,True
140,7.000000000001,0,0.6900625824928284,"[(0, 0.6900625824928284), (20, 0.14668627083301544), (19, 0.054572463035583496)]",0,True
141,7.050000000001008,0,0.6681974530220032,"[(0, 0.6681974530220032), (19, 0.10260626673698425), (11, 0.06344079226255417)]",0,True
142,7.100000000001016,5,0.9784896969795227,"[(5, 0.9784896969795227), (0, 0.011079458519816399), (20, 0.003849963191896677)]",0,False
143,7.150000000001024,0,0.6628971695899963,"[(0, 0.6628971695899963), (19, 0.09146024286746979), (18, 0.07865211367607117)]",0,True
144,7.200000000001031,0,0.6620613932609558,"[(0, 0.6620613932609558), (20, 0.08144453912973404), (18, 0.05215378478169441)]",0,True
145,7.250000000001039,0,0.6892508268356323,"[(0, 0.6892508268356323), (16, 0.06023143604397774), (10, 0.05329262465238571)]",0,True
146,7.300000000001047,0,0.7069961428642273,"[(0, 0.7069961428642273), (16, 0.0650079995393753), (10, 0.054226815700531006)]",0,True
147,7.350000000001055,0,0.509545087814331,"[(0, 0.509545087814331), (20, 0.29790806770324707), (18, 0.05353746935725212)]",0,True
148,7.400000000001063,0,0.6701738238334656,"[(0, 0.6701738238334656), (18, 0.11424797028303146), (20, 0.09403929114341736)]",0,True
149,7.45000000000107,0,0.53547203540802,"[(0, 0.53547203540802), (20, 0.23225902020931244), (11, 0.09402627497911453)]",0,True
150,7.500000000001078,0,0.7084454894065857,"[(0, 0.7084454894065857), (18, 0.09549322724342346), (16, 0.07080501317977905)]",0,True
151,7.550000000001086,0,0.4389101564884186,"[(0, 0.4389101564884186), (11, 0.20355871319770813), (19, 0.12033192068338394)]",0,True
152,7.600000000001094,0,0.6354759335517883,"[(0, 0.6354759335517883), (11, 0.10989963263273239), (20, 0.09729550778865814)]",0,True
153,7.650000000001102,0,0.728873610496521,"[(0, 0.728873610496521), (16, 0.09270454943180084), (10, 0.06959810853004456)]",0,True
154,7.700000000001109,0,0.5003460645675659,"[(0, 0.5003460645675659), (19, 0.3347587585449219), (16, 0.06245642900466919)]",0,True
155,7.750000000001117,0,0.4768799841403961,"[(0, 0.4768799841403961), (20, 0.3742922842502594), (16, 0.06913493573665619)]",0,True
156,7.800000000001125,0,0.736900806427002,"[(0, 0.736900806427002), (16, 0.08439309895038605), (10, 0.06892988085746765)]",0,True
157,7.850000000001133,0,0.7812671065330505,"[(0, 0.7812671065330505), (16, 0.05248713120818138), (19, 0.029703324660658836)]",0,True
158,7.900000000001141,0,0.7658254504203796,"[(0, 0.7658254504203796), (8, 0.08404842764139175), (10, 0.029125045984983444)]",0,True
159,7.950000000001149,20,0.4250486493110657,"[(20, 0.4250486493110657), (0, 0.39641207456588745), (16, 0.04920943081378937)]",0,False
160,8.000000000001156,0,0.5891470313072205,"[(0, 0.5891470313072205), (20, 0.10479625314474106), (16, 0.07303161174058914)]",0,True
161,8.0,0,0.9232861995697021,"[(0, 0.9232861995697021), (20, 0.011684036813676357), (18, 0.010946673341095448)]",1,False
162,8.05,0,0.5229646563529968,"[(0, 0.5229646563529968), (8, 0.292820006608963), (12, 0.15787343680858612)]",1,False
163,8.1,8,0.5412477850914001,"[(8, 0.5412477850914001), (0, 0.3875328004360199), (1, 0.04033692553639412)]",1,False
164,8.149999999999999,8,0.5686610341072083,"[(8, 0.5686610341072083), (1, 0.42299380898475647), (0, 0.004000562708824873)]",1,False
165,8.199999999999998,8,0.5731215476989746,"[(8, 0.5731215476989746), (1, 0.42240557074546814), (20, 0.0035651959478855133)]",1,False
166,8.249999999999995,1,0.7090891003608704,"[(1, 0.7090891003608704), (8, 0.2890985906124115), (13, 0.0013041620841249824)]",1,True
167,8.299999999999994,8,0.7975428700447083,"[(8, 0.7975428700447083), (1, 0.20000571012496948), (13, 0.0018767711007967591)]",1,False
168,8.34999999999999,8,0.9678559899330139,"[(8, 0.9678559899330139), (1, 0.031735967844724655), (13, 0.00039198255399242043)]",1,False
169,8.399999999999988,8,0.7662104368209839,"[(8, 0.7662104368209839), (1, 0.23030614852905273), (5, 0.0024445499293506145)]",1,False
170,8.449999999999987,1,0.8516947031021118,"[(1, 0.8516947031021118), (8, 0.1466473788022995), (5, 0.001539219287224114)]",1,True
171,8.499999999999984,1,0.9416913390159607,"[(1, 0.9416913390159607), (8, 0.05823009833693504), (13, 3.976541120209731e-05)]",1,True
172,8.549999999999992,8,0.9270967841148376,"[(8, 0.9270967841148376), (1, 0.0728800892829895), (13, 1.2437653822416905e-05)]",1,False
173,8.6,8,0.6233767867088318,"[(8, 0.6233767867088318), (1, 0.37658822536468506), (13, 2.8054064387106337e-05)]",1,False
174,8.650000000000007,1,0.9274958372116089,"[(1, 0.9274958372116089), (8, 0.07248525321483612), (12, 1.4281673429650255e-05)]",1,True
175,8.700000000000015,1,0.7930481433868408,"[(1, 0.7930481433868408), (8, 0.20693117380142212), (12, 7.158025255193934e-06)]",1,True
176,8.750000000000023,1,0.9863681197166443,"[(1, 0.9863681197166443), (8, 0.013625132851302624), (12, 3.467746182650444e-06)]",1,True
177,8.800000000000031,1,0.8314329981803894,"[(1, 0.8314329981803894), (8, 0.16824232041835785), (12, 0.00028803321765735745)]",1,True
178,8.850000000000039,8,0.6662963032722473,"[(8, 0.6662963032722473), (1, 0.33358925580978394), (13, 8.209358929889277e-05)]",1,False
179,8.900000000000047,1,0.5531399846076965,"[(1, 0.5531399846076965), (8, 0.4466206431388855), (13, 0.0002250556426588446)]",1,True
180,8.950000000000054,1,0.9789071679115295,"[(1, 0.9789071679115295), (8, 0.021040387451648712), (12, 3.105590440100059e-05)]",1,True
181,9.000000000000062,1,0.9698030352592468,"[(1, 0.9698030352592468), (8, 0.030118413269519806), (13, 3.854626993415877e-05)]",1,True
182,9.0,0,0.9232861995697021,"[(0, 0.9232861995697021), (20, 0.011684036813676357), (18, 0.010946673341095448)]",0,True
183,9.05,0,0.55487060546875,"[(0, 0.55487060546875), (8, 0.2921890616416931), (12, 0.1284331977367401)]",0,True
184,9.1,0,0.5491592288017273,"[(0, 0.5491592288017273), (8, 0.4182286560535431), (13, 0.008141742087900639)]",0,True
185,9.15,8,0.6521302461624146,"[(8, 0.6521302461624146), (0, 0.29668235778808594), (20, 0.026705335825681686)]",0,False
186,9.199999999999998,8,0.578118622303009,"[(8, 0.578118622303009), (0, 0.36730045080184937), (20, 0.030365271493792534)]",0,False
187,9.249999999999996,0,0.6646637320518494,"[(0, 0.6646637320518494), (8, 0.2696358263492584), (20, 0.030735861510038376)]",0,True
188,9.299999999999994,8,0.4415205419063568,"[(8, 0.4415205419063568), (0, 0.2397768646478653), (20, 0.13130679726600647)]",0,False
189,9.34999999999999,8,0.6143129467964172,"[(8, 0.6143129467964172), (0, 0.2338041514158249), (19, 0.044482216238975525)]",0,False
190,9.399999999999988,5,0.9016605615615845,"[(5, 0.9016605615615845), (8, 0.0664137676358223), (0, 0.018555304035544395)]",0,False
191,9.449999999999989,5,0.9187378883361816,"[(5, 0.9187378883361816), (8, 0.027952004224061966), (0, 0.019270027056336403)]",0,False
192,9.499999999999984,8,0.4036967158317566,"[(8, 0.4036967158317566), (0, 0.20586001873016357), (11, 0.15996085107326508)]",0,False
193,9.549999999999992,8,0.9311626553535461,"[(8, 0.9311626553535461), (0, 0.04802170768380165), (13, 0.006141375750303268)]",0,False
194,9.6,8,0.9319489002227783,"[(8, 0.9319489002227783), (20, 0.027015766128897667), (0, 0.026035115122795105)]",0,False
195,9.650000000000007,8,0.7347608804702759,"[(8, 0.7347608804702759), (0, 0.16665098071098328), (12, 0.018222397193312645)]",0,False
196,9.700000000000015,8,0.8373460173606873,"[(8, 0.8373460173606873), (0, 0.09049104154109955), (18, 0.023187758401036263)]",0,False
197,9.750000000000025,0,0.3279397487640381,"[(0, 0.3279397487640381), (20, 0.23363225162029266), (8, 0.22090493142604828)]",0,True
198,9.800000000000033,8,0.6426502466201782,"[(8, 0.6426502466201782), (0, 0.23254556953907013), (18, 0.030346672981977463)]",0,False
199,9.85000000000004,8,0.8952544927597046,"[(8, 0.8952544927597046), (0, 0.04627268761396408), (17, 0.012703240849077702)]",0,False
200,9.900000000000048,8,0.5861530303955078,"[(8, 0.5861530303955078), (20, 0.1426345407962799), (0, 0.13737726211547852)]",0,False
201,9.950000000000054,19,0.6038658022880554,"[(19, 0.6038658022880554), (8, 0.29291242361068726), (0, 0.07438503950834274)]",0,False
202,10.000000000000062,8,0.624824047088623,"[(8, 0.624824047088623), (0, 0.23022204637527466), (19, 0.0415303036570549)]",0,False
203,10.0,0,0.9232861995697021,"[(0, 0.9232861995697021), (20, 0.011684036813676357), (18, 0.010946673341095448)]",2,False
204,10.05,0,0.6133454442024231,"[(0, 0.6133454442024231), (8, 0.25481152534484863), (12, 0.11219903081655502)]",2,False
